source_id,target_id,similarity
ORG_992694191,ORG_311630212,0.9999999403953552
ORG_921933529,ORG_264758944,1.0
ORG_934438999,ORG_364532949,0.9999999403953552
ORG_912457900,ORG_923282413,0.9312660694122314
ORG_913396127,ORG_521845000,1.0
ORG_920696173,ORG_611328609,1.0
ORG_966037431,ORG_133967303,0.956210196018219
ORG_925443938,ORG_611195659,1.0
ORG_946342974,ORG_381485340,1.0000001192092896
ORG_918874017,ORG_222537423,0.9999997615814209
ORG_919061552,ORG_471876673,1.0
ORG_919429045,ORG_050535410,1.0
ORG_916687252,ORG_991534158,1.0
ORG_920223589,ORG_331237831,1.0
ORG_925566153,ORG_261987732,1.0000001192092896
ORG_963457966,ORG_371433558,1.0
ORG_910628410,ORG_991421114,0.9999998807907104
ORG_929403413,ORG_556016701,0.9498251676559448
ORG_922892293,ORG_223222745,1.0
ORG_994881787,ORG_825026740,0.9139841794967651
ORG_930129151,ORG_540932392,0.869724452495575
ORG_914529725,ORG_550867133,1.000000238418579
ORG_926637582,ORG_923825912,0.941333532333374
ORG_959746901,ORG_833996933,1.0
ORG_926006818,ORG_862973147,0.867914080619812
ORG_924514188,ORG_851587944,0.889140248298645
ORG_983597733,ORG_815109948,0.8672460317611694
ORG_939119200,ORG_993644617,0.9999999403953552
ORG_957373776,ORG_391661743,0.9999999403953552
ORG_911730176,ORG_863528171,1.0
ORG_911217533,ORG_833857213,1.0
ORG_923078479,ORG_810953304,0.917421817779541
ORG_923132098,ORG_391368949,1.0000001192092896
ORG_910394108,ORG_465480260,0.8986655473709106
ORG_918978041,ORG_843835735,0.9999998807907104
ORG_964726393,ORG_414456341,0.9500679969787598
ORG_910050197,ORG_550767844,1.0
ORG_930854028,ORG_203240536,1.0
ORG_915404667,ORG_932615519,1.0
ORG_949135952,ORG_273710500,1.0
ORG_925187820,ORG_233027241,0.8947779536247253
ORG_910287618,ORG_881247123,0.9999999403953552
ORG_923787426,ORG_422999642,1.0000001192092896
ORG_910612208,ORG_874568162,0.9037879705429077
ORG_978599701,ORG_363496537,1.0000001192092896
ORG_918869380,ORG_233021691,1.0
ORG_925167454,ORG_363364115,1.0
ORG_921732950,ORG_262266476,0.9999999403953552
ORG_918724750,ORG_455481471,0.9999999403953552
ORG_924225751,ORG_010558111,0.9233831167221069
ORG_988621500,ORG_850618002,0.8759071826934814
ORG_927640739,ORG_900967936,1.0000001192092896
ORG_927964046,ORG_231401564,0.9999999403953552
ORG_931742803,ORG_262304222,1.0
ORG_924264675,ORG_060991646,1.0
ORG_969077009,ORG_232106161,0.9999999403953552
ORG_917904249,ORG_474953714,1.0
ORG_912795473,ORG_382964397,0.9999999403953552
ORG_916106562,ORG_362167779,1.0
ORG_917419124,ORG_300447996,1.0
ORG_917419124,ORG_320220018,1.0
ORG_917419124,ORG_320497898,1.0
ORG_917419124,ORG_364619286,1.0
ORG_917419124,ORG_371545544,1.0
ORG_917419124,ORG_371553905,1.0
ORG_917419124,ORG_371555378,1.0
ORG_917419124,ORG_371632661,1.0
ORG_917419124,ORG_391434759,1.0
ORG_917419124,ORG_391567470,1.0
ORG_917419124,ORG_391752652,1.0
ORG_917419124,ORG_392035086,1.0
ORG_917419124,ORG_392061502,1.0
ORG_917419124,ORG_743168384,1.0
ORG_917419124,ORG_743208438,1.0
ORG_917419124,ORG_861121507,1.0
ORG_917419124,ORG_263354875,1.0
ORG_912500538,ORG_391834261,0.9999998807907104
ORG_958853723,ORG_510667165,1.000000238418579
ORG_923483971,ORG_141730723,1.0
ORG_911962052,ORG_464972001,1.0
ORG_925367047,ORG_992208832,1.0
ORG_913637267,ORG_133707563,1.0
ORG_927099482,ORG_300749639,1.0
ORG_911935080,ORG_841949748,0.9999997615814209
ORG_941448162,ORG_822614201,1.0
ORG_914885013,ORG_992715802,1.0000001192092896
ORG_929067029,ORG_320720294,0.9999999403953552
ORG_929067029,ORG_208068312,0.9999999403953552
ORG_929067029,ORG_371403813,0.9999999403953552
ORG_929067029,ORG_800626308,0.9999999403953552
ORG_910163966,ORG_382367318,1.0000001192092896
ORG_915549528,ORG_994493164,0.9159532785415649
ORG_923331134,ORG_392658656,1.0000001192092896
ORG_927028417,ORG_550638563,0.900465726852417
ORG_922320692,ORG_300246447,0.9170780777931213
ORG_982257031,ORG_800583906,0.9516118168830872
ORG_910062403,ORG_202446561,0.9999999403953552
ORG_919476988,ORG_060734484,1.0
ORG_916696491,ORG_994495322,1.0
ORG_965258117,ORG_464502322,1.0000001192092896
ORG_920497541,ORG_232760073,0.9999999403953552
ORG_915350780,ORG_222935986,1.0
ORG_924601946,ORG_300290304,1.0
ORG_919221818,ORG_331990818,1.0
ORG_923364739,ORG_882386593,1.000000238418579
ORG_917825606,ORG_452997389,0.9284012317657471
ORG_910633079,ORG_570955900,1.0000001192092896
ORG_912875636,ORG_743217479,0.9999998211860657
ORG_986154620,ORG_310952843,0.9547557234764099
ORG_923203266,ORG_226045788,1.000000238418579
ORG_919602774,ORG_363259666,1.0000001192092896
ORG_910797845,ORG_364878692,0.9999998807907104
ORG_910797845,ORG_472905072,0.9999998807907104
ORG_910797845,ORG_522126089,0.9999998807907104
ORG_910797845,ORG_522126093,0.9999998807907104
ORG_955479569,ORG_382905688,0.9999999403953552
ORG_918378424,ORG_814625704,0.9999998211860657
ORG_982422047,ORG_010941507,0.9999999403953552
ORG_984723591,ORG_884220122,0.9999997615814209
ORG_914438435,ORG_923481793,1.0
ORG_912840550,ORG_872402543,1.0
ORG_920722973,ORG_043575889,0.897269606590271
ORG_911634777,ORG_411853079,1.0
ORG_924503608,ORG_463243346,0.9999999403953552
ORG_922585187,ORG_821666957,1.0000001192092896
ORG_954040851,ORG_464619366,1.0
ORG_998354294,ORG_811165470,1.0
ORG_942796284,ORG_422726673,1.0
ORG_916139786,ORG_371849864,0.9999999403953552
ORG_922989398,ORG_824567096,0.9999998807907104
ORG_927345855,ORG_271500338,1.0
ORG_926661110,ORG_812780081,0.9999998807907104
ORG_968773353,ORG_393754188,1.0
ORG_924666632,ORG_416080057,0.9529428482055664
ORG_916848362,ORG_350886981,1.0000001192092896
ORG_926605011,ORG_363832624,0.8847054243087769
ORG_914825827,ORG_264840272,1.0000001192092896
ORG_995842684,ORG_934834192,0.939366340637207
ORG_919559120,ORG_881791906,1.000000238418579
ORG_916290471,ORG_994863782,0.9999999403953552
ORG_915441705,ORG_920379920,1.0
ORG_911291507,ORG_362469118,0.9999998807907104
ORG_917874268,ORG_933574794,1.0000001192092896
ORG_910245317,ORG_814462448,0.9999999403953552
ORG_917427363,ORG_464301063,0.9999999403953552
ORG_913058308,ORG_464972001,0.9690279960632324
ORG_936467668,ORG_912155475,1.0000001192092896
ORG_921077797,ORG_833374206,1.0
ORG_912949787,ORG_461068818,0.9999998807907104
ORG_917297771,ORG_133877923,1.0
ORG_919469527,ORG_845060194,1.0
ORG_911103952,ORG_311202451,1.0000001192092896
ORG_915124074,ORG_371949144,1.0
ORG_995726671,ORG_471676099,1.0
ORG_916968621,ORG_237069433,1.0
ORG_914846154,ORG_334861675,0.9039562940597534
ORG_919597825,ORG_010526755,1.0
ORG_910526040,ORG_993799188,1.0
ORG_919719240,ORG_222483963,0.9999999403953552
ORG_922718501,ORG_472547128,1.0
ORG_998687706,ORG_260840659,0.9477475881576538
ORG_957330016,ORG_271348646,1.0
ORG_921492192,ORG_274395371,0.9999998211860657
ORG_916958531,ORG_010538753,1.0
ORG_917732460,ORG_271849119,1.0000001192092896
ORG_915549004,ORG_844773729,0.9999998807907104
ORG_926862263,ORG_205345678,1.0
ORG_925988406,ORG_454016821,1.0
ORG_955244035,ORG_842022262,0.8705800771713257
ORG_920210273,ORG_452105782,0.9121527671813965
ORG_911259560,ORG_392008597,0.9373475313186646
ORG_921624759,ORG_843585323,1.0
ORG_936812653,ORG_472713767,0.9999999403953552
ORG_916168368,ORG_260456660,1.0
ORG_914334749,ORG_042726191,0.9152194261550903
ORG_921272092,ORG_450431501,1.0
ORG_924374936,ORG_423054216,1.0000001192092896
ORG_925457111,ORG_202864182,1.0
ORG_910417534,ORG_881215038,0.9999998807907104
ORG_918214608,ORG_371623061,1.0000001192092896
ORG_922856702,ORG_821613884,1.0
ORG_925677915,ORG_161080510,1.0
ORG_924541199,ORG_341658391,0.9999998807907104
ORG_926514743,ORG_455499518,1.0
ORG_922485278,ORG_873855511,0.9999999403953552
ORG_924507377,ORG_352023112,1.0000001192092896
ORG_915663593,ORG_581816998,0.9385521411895752
ORG_926469909,ORG_871434832,1.0000001192092896
ORG_922979417,ORG_200914149,0.9400665760040283
ORG_913256263,ORG_823164153,1.0
