org_id,name,x,y,node_kind,degree
ORG_362317610,Association For Christian Instruction,0.32570828861910855,0.7960031847880568,verified,1
ORG_915394404,Freda Joyce Brint Crisis Fund,0.9842591567485184,0.1516320781006285,imitation,1
ORG_262426081,Freda Joyce Brint Foundation,0.9608629872826475,0.1769920062852837,verified,1
ORG_922041937,Education Association of International Diabetes Inc,-0.6502703905193602,-0.04110404724970664,imitation,1
ORG_651296049,International Diabetes Education Association Inc,-0.6645774086500335,-0.011620834330209995,verified,1
ORG_924662434,Services Collaborative of Boston Homeowner Inc,-0.40952866598333026,0.48973238703407945,imitation,1
ORG_237420526,Boston Homeowner Services Collaborative Inc,-0.3938434475127899,0.5189772036333541,verified,1
ORG_928095488,Youth Network of Radiant Inc,0.4880198859071163,-0.5876691857168619,imitation,1
ORG_990822645,Radiant Youth Network Inc,0.4838066257657323,-0.6207597176588013,verified,1
ORG_927336610,The Association For Technology And Engineering Education Inc,-0.4508501251449968,-0.07043463181492458,imitation,1
ORG_393059755,The Society For Technology And Engineering Education Inc,-0.4216159752559435,-0.05595049450748832,verified,1
ORG_961709916,Macedonia-Family Life Community Complex Inc,0.44726522813752234,-0.32059949824670236,imitation,1
ORG_223832741,Macedonia Family Life Community Complex Inc,0.4146473552159122,-0.32802984394698886,verified,1
ORG_916434609,Breda Ambulance Society,-0.8294161661583462,0.32959990865963157,imitation,1
ORG_393525098,Breda Ambulance Association,-0.8029138154816101,0.34886873007469793,verified,1
ORG_973477303,West Warren Shelter Inc,0.4602628028360982,0.17189241978986755,imitation,1
ORG_582009179,West Warren Housing Inc,0.4649182964939991,0.20456423914396654,verified,1
ORG_978936126,Child-Crisis Center Uganda,0.3614920219396048,0.08305440523144499,imitation,1
ORG_823335113,Child Crisis Center Uganda,0.38967740530226563,0.1001468207661079,verified,1
ORG_926640184,Columbia Gifted & Talented Youth Inc,0.18141551601151543,0.36402866265313294,imitation,1
ORG_990729820,Columbia Gifted And Talented Youth Inc,0.15039426562692268,0.35360530885173225,verified,1
ORG_923499737,Childrens Advocacy Center Southeastern Indiana Incorporated,0.004310155141486404,0.8291125446332005,imitation,1
ORG_412275163,Childrens Advocacy Center Of Southeastern Indiana Incorporated,-0.0049697775000646345,0.7971622955621381,verified,1
ORG_921125610,Credit-Management And Counseling Services Inc,-0.1132653166280768,-0.7239948237553758,imitation,1
ORG_223725235,Credit Management And Counseling Services Inc,-0.0886530715399274,-0.7014019934899679,verified,1
ORG_919162215,Niches Land Foundation Inc,-0.8393323453746574,0.23986057536274807,imitation,1
ORG_351964901,Niches Land Trust Inc,-0.8453805919499005,0.20755298608577652,verified,1
ORG_934909777,Hermansky Pudlak Syndrome Partnership Inc,0.7001601221723041,-0.5001691535384105,imitation,1
ORG_113283268,Hermansky Pudlak Syndrome Network Inc,0.6700527494806351,-0.48630542730979387,verified,1
ORG_970885576,Joint Committee For Childrens Health Welfare In Everett,0.205854016929459,-0.148019253287029,imitation,1
ORG_100001184,Joint Committee For Childrens Health Care In Everett,0.21188370615831528,-0.11559119007000258,verified,1
ORG_910650196,Alliance-Health Of Marblehead Inc,-0.04527780758093516,0.5438990976796265,imitation,1
ORG_800249854,Alliance Health Of Marblehead Inc,-0.07823742075475171,0.5394823252031036,verified,1
ORG_921106574,Hispanic Leadership Trust,-0.4638680613234386,0.0672796802400331,imitation,1
ORG_823637480,Hispanic Leadership Foundation,-0.45868427727210903,0.03472618187655671,verified,1
ORG_964236301,Christian Academy of Lakeside Inc,0.27836545320201894,0.006402421181112308,imitation,1
ORG_202918958,Lakeside Christian Academy Inc,0.2663808972476979,-0.02493390875632912,verified,1
ORG_911449354,Bloomington Homeless Alliance Inc,0.42224496194989153,0.8836634394954582,imitation,1
ORG_871947923,Bloomington Homeless Coalition Inc,0.4550794978929973,0.8847349400287196,verified,1
ORG_921031363,Community Garden of Northwoods Inc,0.8614933143271887,0.5039363019314195,imitation,1
ORG_852838664,Northwoods Community Garden Inc,0.8439995342725026,0.47614195670122383,verified,1
ORG_932939326,Arise And Thrive Global Organization Inc,-0.5390172229812181,0.44713467838963583,imitation,1
ORG_851485804,Arise And Thrive International Organization Inc,-0.5668851315117706,0.46573215030887904,verified,1
ORG_911983020,Bannockburn School Parentorganization Emergency Appeal,0.5470237409273739,0.5710120315014089,imitation,1
ORG_208754447,Bannockburn School Parentorganization,0.5302310337235095,0.5409005297549703,verified,1
ORG_945002097,Statdc-Global Solutions,0.256303053361317,-0.9436802074458269,imitation,1
ORG_923245153,Statdc Global Solutions,0.2474456506974139,-0.9115538355080381,verified,1
ORG_916610348,Discover Excel Transform Fire Recovery,-0.9353540048456251,0.33715322618651367,imitation,1
ORG_333728541,Discover Excel Transform Institute,-0.936433393074057,0.30284210121150495,verified,1
ORG_918575461,Regional Beginnings Fund of Bright,-0.5115262761711429,0.20402757279166978,imitation,1
ORG_413765078,Bright Beginnings Fund,-0.49539881088096405,0.17343338742762818,verified,1
ORG_919864409,Society For Quranic Understanding,-0.6879554173174548,-0.4692823032601584,imitation,1
ORG_320144731,Association For Quranic Understanding,-0.7111129989799839,-0.49310643369765017,verified,1
ORG_922918467,Regional Alliance Foundation of Sports Officials,-0.6011002516251795,0.33488644012857804,imitation,1
ORG_393754188,Sports Officials Alliance Foundation,-0.5618836494831501,0.3288449594135115,verified,2
ORG_978029671,Regional Marys Hospital of Saint Inc,-0.6350078688369335,-0.6036433116283597,imitation,1
ORG_060646844,Saint Marys Hospital Inc,-0.6658994399326291,-0.5884687859032711,verified,1
ORG_912029710,The Common Thread Trust,0.6441101801431254,0.5970621253820094,imitation,1
ORG_394634614,The Common Thread Foundation,0.6692121676433314,0.5752247902645513,verified,1
ORG_997198422,Journey-Together Learning Center Inc,-0.990755201496815,0.10057411066987097,imitation,1
ORG_331667859,Journey Together Learning Center Inc,-0.9743043087692843,0.07203702865816687,verified,1
ORG_926306867,Foundation-Of Compassionate American Samaritans,0.09758409405240775,0.9532584251466704,imitation,1
ORG_311237943,Foundation Of Compassionate American Samaritans,0.10287730292642445,0.9862728003030549,verified,1
ORG_925239928,Alliance Foundation of Save,0.14015367118126734,-0.5787439780010191,imitation,1
ORG_461371507,Save Alliance Foundation,0.10788023649884695,-0.5863866888058198,verified,1
ORG_913787699,American Hospital Association of Bethesda,-0.566504457076746,0.06165239046977139,imitation,1
ORG_314380038,Bethesda Hospital Association,-0.5610583171617933,0.09546685105100525,verified,1
ORG_924527933,National School Foundation of Saint Joseph,0.24307876949470716,0.2512566339501917,imitation,1
ORG_270821447,Saint Joseph School Foundation,0.24495959332824305,0.21732632564519333,verified,1
ORG_922130802,Parent Teacher Organization of Milford Middle School,-0.3317911052245128,0.812124275622474,imitation,1
ORG_471789351,Milford Middle School Parent Teacher Organization,-0.29957749715800575,0.8050994566342037,verified,1
ORG_927128488,Aids Prevention Project of Massachusetts Asian Inc,-0.13953704844465267,-0.19314616841116333,imitation,1
ORG_043294008,Massachusetts Asian Aids Prevention Project Inc,-0.10945245967446927,-0.17933698798760572,verified,1
ORG_915103394,Bluffton-Firefighter Foundation,0.7703276548880021,0.5880885692353592,imitation,1
ORG_814192775,Bluffton Firefighter Foundation,0.8030984817349897,0.585530771293979,verified,1
ORG_924439087,American Indian Aid Inc,-0.7878543331705251,-0.07665158072327984,imitation,1
ORG_921016680,American Indian Relief Inc,-0.7683360317309232,-0.04985169013168359,verified,1
ORG_915752984,Greater Outreach Solutions of Triumphant,0.9234000908854336,-0.3577069789339485,imitation,1
ORG_413090181,Triumphant Outreach Solutions,0.8934534945806837,-0.34095681715917386,verified,1
ORG_914126498,Creo-Family Office Syndicate,0.9255563567639855,0.2762237096749852,imitation,1
ORG_810960214,Creo Family Office Syndicate,0.958447295461791,0.2741346207892109,verified,1
ORG_921993537,High Spirit East Neighborhood Inc,0.25311311241857554,-0.6173723136667104,imitation,1
ORG_884101480,High Spirit East Community Inc,0.2557458452145544,-0.6500537321282913,verified,1
ORG_981306897,Senior Citizens Council of Grafton County Inc,0.3331261375386916,0.432031656785812,imitation,1
ORG_237248316,Grafton County Senior Citizens Council Inc,0.3646303669483632,0.4211849995407243,verified,1
ORG_912536098,Pierz Area Nutrition Shelf Inc,-0.419830124691829,0.2591383132119591,imitation,1
ORG_202048638,Pierz Area Food Shelf Inc,-0.4377573484854971,0.28663722840621647,verified,1
ORG_926371579,American Education Foundation of Margate,-0.10386703254160301,0.6702399362773216,imitation,1
ORG_223460471,Margate Education Foundation,-0.08069469973179749,0.645026584969174,verified,1
ORG_919653147,Senior Services of Colonial Inc,0.8109974740228207,-0.5513300112969887,imitation,1
ORG_311596262,Colonial Senior Services Inc,0.8109480466225962,-0.584707367128119,verified,1
ORG_986264099,Study Center of Holocaust Memorial Inc,-0.9118573884964883,-0.4025850351902369,imitation,1
ORG_223654080,Holocaust Memorial Study Center Inc,-0.9145303250012665,-0.3695513895485275,verified,1
ORG_920566785,Surewood Forest Wishes For Children Inc,-0.7448630219436977,-0.23832770672732562,imitation,1
ORG_821615621,Surewood Forest Wishes For Kids Inc,-0.7126318834975739,-0.24611601649395912,verified,1
ORG_916803484,Archery Booster Club of Manual High School Inc,0.004302356958737469,-0.9962142495857659,imitation,1
ORG_933213165,Manual High School Archery Booster Club Inc,0.03662109652150374,-0.9880998462462988,verified,1
ORG_917843400,Kickemuit-Middle School Parent Group,-0.28933762392867085,0.5525367659028487,imitation,1
ORG_832470933,Kickemuit Middle School Parent Group,-0.30197235542841766,0.5830539325025798,verified,1
ORG_910364688,Health Services of United Inc,-0.05310858625642077,0.4395936173025469,imitation,1
ORG_222682421,United Health Services Inc,-0.08498859302926366,0.4297474698850773,verified,1
ORG_922863613,Central Teacher Council of United Parent Inc,0.06910963194009691,0.017053760963558637,imitation,1
ORG_464091927,United Parent Teacher Council Inc,0.037216968265240374,0.0037145101245631027,verified,1
ORG_910681990,Metropolitan Fire Society Inc,0.4436659335751335,-0.11549960228587249,imitation,1
ORG_133039588,Metropolitan Fire Association Inc,0.46249851177860835,-0.14240641559034056,verified,1
ORG_916218859,Hospice Northwest Ohio Foundation,-0.7350041970143868,0.20246207656750276,imitation,1
ORG_990735985,Hospice Of Northwest Ohio Foundation,-0.7508449687313311,0.1734344827783845,verified,1
ORG_925661760,Village Neighborhood Association of East English,0.634173749159066,-0.26777034465886934,imitation,1
ORG_334178051,East English Village Neighborhood Association,0.6673186014694631,-0.2697741731841013,verified,1
ORG_919836125,Camp Hope of Operation Inc,-0.003801681743949759,0.9954457506443031,imitation,1
ORG_883416769,Operation Camp Hope Inc,0.00036971453621435676,0.9624329101694332,verified,1
ORG_992694191,Water-For Cambodia A Middletown Rotary Charitable Trust,-0.47033340603427537,-0.1803943027139585,imitation,1
ORG_311630212,Water For Cambodia A Middletown Rotary Charitable Trust,-0.49680364019331225,-0.1605993889913404,verified,1
ORG_921933529,Pickerington Alumni Scholarship Appeal,0.8700798721162241,-0.4769153528928721,imitation,1
ORG_264758944,Pickerington Alumni Scholarship Fund,0.8860126444546556,-0.44777187792396833,verified,1
ORG_934438999,Perry County Board Of Agencies Inc,0.6012154261270782,-0.7940352322020338,imitation,1
ORG_364532949,Perry County Council Of Agencies Inc,0.568582288812523,-0.7995482774094286,verified,1
ORG_912457900,Greater Firefighter Association of Hobart Volunteer,0.8037381123515007,-0.30932181867920944,imitation,1
ORG_923282413,Hobart Volunteer Firefighter Association,0.7693839680075728,-0.310595067730046,verified,1
ORG_913396127,Modern-Military Association Of America Inc,-0.33715573896602186,0.7033112628668772,imitation,1
ORG_521845000,Modern Military Association Of America Inc,-0.317750524670017,0.6765025937810356,verified,1
ORG_920696173,Southern-High School Athletic Booster Club Inc,0.16861377860698237,-0.9821608949529094,imitation,1
ORG_611328609,Southern High School Athletic Booster Club Inc,0.13535891192974972,-0.9829777453966987,verified,1
ORG_966037431,United Kerr Charitable Foundation of Steve Brian Inc,-0.12935476192694653,-0.6166307068987189,imitation,1
ORG_133967303,Steve Brian Kerr Charitable Foundation Inc,-0.1627967604728884,-0.6176680833928214,verified,1
ORG_925443938,Kentucky Academy Family Physicians Foundation Inc,-0.2824328066342232,-0.35073548814687733,imitation,1
ORG_611195659,Kentucky Academy Of Family Physicians Foundation Inc,-0.3141596179717603,-0.3420185835880822,verified,1
ORG_946342974,Addison Neighborhood Hospital Bankruptcy,0.5953731044798336,-0.6860419518015906,imitation,1
ORG_381485340,Addison Community Hospital Bankruptcy,0.5626920204814945,-0.6910619766468507,verified,1
ORG_918874017,Baystate-Noble Hospital Corporation,0.9857290738434205,0.05229837761678784,imitation,1
ORG_222537423,Baystate Noble Hospital Corporation,1.0,0.021999350897659652,verified,1
ORG_919061552,Memorial Scholarship Fund of Cameron Miller Fahey,0.6015576171739836,0.024772993806030333,imitation,1
ORG_471876673,Cameron Miller Fahey Memorial Scholarship Fund,0.6190073783518999,-0.0031934720029547408,verified,1
ORG_919429045,Newport-Youth Soccer Association,0.3343705959819876,-0.11740644000437926,imitation,1
ORG_050535410,Newport Youth Soccer Association,0.31159354613223406,-0.1408905078530956,verified,1
ORG_916687252,Minnesota Neighborhood Integration,-0.5703409155307303,0.824173260569262,imitation,1
ORG_991534158,Minnesota Community Integration,-0.5524232880994292,0.7967944176693764,verified,1
ORG_920223589,Society Of Montessori Parents Leaders And Educators,-0.6143484614913572,0.6184918534669083,imitation,1
ORG_331237831,Association Of Montessori Parents Leaders And Educators,-0.6045123091857236,0.5868011595196343,verified,1
ORG_925566153,Greater Binghamton Educational Mission Program Inc,0.2766379465563277,-0.23432228980624656,imitation,1
ORG_261987732,Greater Binghamton Educational Outreach Program Inc,0.2934758678813425,-0.26307446441949317,verified,1
ORG_963457966,Youth Trust Of Virginia Beach Inc,0.6977298856506038,0.6786809176673404,imitation,1
ORG_371433558,Youth Foundation Of Virginia Beach Inc,0.7306381324943575,0.68148096247882,verified,1
ORG_910628410,Barbara-And Bobby Price Legacy Fund Inc,-0.5189345086666847,-0.2691568742649671,imitation,1
ORG_991421114,Barbara And Bobby Price Legacy Fund Inc,-0.505634652264403,-0.2994866204870022,verified,1
ORG_929403413,American School Scholarship Fund of Moorefield High Inc,0.28791558421590513,0.6187063447195258,imitation,1
ORG_556016701,Moorefield High School Scholarship Fund Inc,0.25652381798610435,0.6315147905074969,verified,1
ORG_922892293,Hunterdon Central School Trust Inc,-0.8336006593826284,-0.16823638555885415,imitation,1
ORG_223222745,Hunterdon Central School Foundation Inc,-0.8653419533196375,-0.1593686100695868,verified,1
ORG_994881787,Greater Dombroski Foundation of Mark,-0.21579488218983717,0.8386397630824207,imitation,1
ORG_825026740,Mark Dombroski Foundation,-0.1948164374222128,0.8653068364561228,verified,1
ORG_930129151,First Baptist Church Denbigh Child Development Centre,-0.11513593916758323,-0.992834974960028,imitation,1
ORG_540932392,First Baptist Church Denbigh Child Development Center,-0.1024752779911549,-0.9608870045733144,verified,1
ORG_914529725,Jungian-Psychoanalytic Association,-0.5369344204252418,0.7038596399605005,imitation,1
ORG_550867133,Jungian Psychoanalytic Association,-0.5277700793900196,0.6721692321380962,verified,1
ORG_926637582,United Scholarship Fund of Joseph Caradonna,-0.8837413811404518,0.45810718785995536,imitation,1
ORG_923825912,Joseph Caradonna Scholarship Fund,-0.8915521724623221,0.42517516269111594,verified,1
ORG_959746901,International Society Of Disaster Medicine Inc,-0.033253742845556614,-0.5891956046864438,imitation,1
ORG_833996933,Global Society Of Disaster Medicine Inc,-0.0020017842536923006,-0.5782594730561738,verified,1
ORG_926006818,Regional Park Foundation of Melanin,0.3515061522977459,-0.9340347177354354,imitation,1
ORG_862973147,Melanin Park Foundation,0.38473640239138623,-0.9226781806484542,verified,1
ORG_924514188,Aleppo Heritage Fund Emergency Appeal,0.3681535035344473,-0.8223977584450937,imitation,1
ORG_851587944,Aleppo Heritage Fund,0.334330956055263,-0.8314190185457234,verified,1
ORG_983597733,Harvard Federalist Society Emergency Appeal,-0.3345947724537603,0.322209053208117,imitation,1
ORG_815109948,Harvard Federalist Society,-0.3165216297041542,0.2921293657170194,verified,1
ORG_939119200,Empowering Youth of Community Inc,-0.9740953075218823,-0.16810065279241296,imitation,1
ORG_993644617,Community Empowering Youth Inc,-0.9677382619738228,-0.13604920636298687,verified,1
ORG_957373776,Educational Foundation of Herb Kohl Inc,-0.10660218655060234,-0.5131670966954369,imitation,1
ORG_391661743,Herb Kohl Educational Foundation Inc,-0.13857656706518987,-0.5052630023539205,verified,1
ORG_911730176,Burning River Academy,-0.34652052192756605,-0.4778767105510393,imitation,1
ORG_863528171,Burning River Institute,-0.32626338313498077,-0.45172365364802064,verified,1
ORG_911217533,Espe Families Foundation,-0.359093145801961,-0.9195519305563581,imitation,1
ORG_833857213,Espe Family Foundation,-0.33077789612792724,-0.9363948166660719,verified,1
ORG_923078479,Greater College Alumni Association of Grant Medical Inc,-0.5782005131486169,-0.6874805054935103,imitation,1
ORG_810953304,Grant Medical College Alumni Association Inc,-0.6012796067021065,-0.712347876560275,verified,1
ORG_923132098,Services Prog Training Project of Wisconsin Association Of Community Inc,0.5454431379302502,-0.3611752147708133,imitation,1
ORG_391368949,Wisconsin Association Of Community Services Prog Training Project Inc,0.5560954193502963,-0.3301196898949035,verified,1
ORG_910394108,Greater Waters Project of Living Inc,-0.9819090481737192,-0.04995450034200592,imitation,1
ORG_465480260,Living Waters Project Inc,-0.9966804210160729,-0.019231046101490862,verified,1
ORG_918978041,The-Cyber Guild Foundation,-0.31817609006767783,0.43150236253486624,imitation,1
ORG_843835735,The Cyber Guild Foundation,-0.2948169138514993,0.45512449408711236,verified,1
ORG_964726393,National Fire Relief Fund of Knox County Kids,-0.1808135340840443,-0.4181166169103392,imitation,1
ORG_414456341,Knox County Kids Fire Relief Fund,-0.21429327249256525,-0.42304337039239365,verified,1
ORG_910050197,Alumni Association Scholarship Fund of Glenville High School,0.3531665145721126,0.22888163014050347,imitation,1
ORG_550767844,Glenville High School Alumni Association Scholarship Fund,0.35168217971516585,0.19580057223561442,verified,1
ORG_930854028,Fayetteville Youth Football Society,-0.09224617630891785,0.8788190713570735,imitation,1
ORG_203240536,Fayetteville Youth Football Association,-0.06334472813623726,0.8949927756075229,verified,1
ORG_915404667,Promise Over Crisis Inc,0.5379366393094986,-0.06632861227605091,imitation,1
ORG_932615519,Hope Over Crisis Inc,0.5550527024171221,-0.09464441580613911,verified,1
ORG_949135952,Community Table of Familycook,-0.3355690298737427,-0.006719530681934398,imitation,1
ORG_273710500,Familycook Community Table,-0.31774225397223754,-0.03460950221536761,verified,1
ORG_925187820,Greater Senior Center of Great Valley,-0.4726205329661316,-0.5044552433502599,imitation,1
ORG_233027241,Great Valley Senior Center,-0.4462982499888635,-0.48284476153014677,verified,1
ORG_910287618,Medical Services of Bradford Emergency Inc,0.7069788599537534,-0.05725006102757347,imitation,1
ORG_881247123,Bradford Emergency Medical Services Inc,0.7125291670290907,-0.024461007516285785,verified,1
ORG_923787426,Rise And Thrive Neighborhood Learning Inc,-0.5486993293498351,-0.04075291998662875,imitation,1
ORG_422999642,Rise And Thrive Community Learning Inc,-0.5585926648352291,-0.07248712220447945,verified,1
ORG_910612208,Central Community Center of Minnesota Somali,0.14971576600997613,-0.6817315535249734,imitation,1
ORG_874568162,Minnesota Somali Community Center,0.17615433186093504,-0.7037553425713547,verified,1
ORG_978599701,Quad-City Botanical Center Foundation,0.41312263588047127,-0.5238534974383646,imitation,1
ORG_363496537,Quad City Botanical Center Foundation,0.3799667154853349,-0.5201699095144796,verified,1
ORG_918869380,Music Teachers National Society Inc,0.37072063288392293,-0.025456768855255475,imitation,1
ORG_233021691,Music Teachers National Association Inc,0.40348090772719664,-0.027678606130300407,verified,1
ORG_925167454,Illinois Water Environment Society,-0.7717520199719594,0.43708268481908824,imitation,1
ORG_363364115,Illinois Water Environment Association,-0.7803003031476203,0.4688669371706228,verified,1
ORG_921732950,Adoption-And Foster Care Specialist Inc,0.731933503064253,-0.19010150041339371,imitation,1
ORG_262266476,Adoption And Foster Care Specialist Inc,0.7577701476081877,-0.21043692884607124,verified,1
ORG_918724750,Rock Of Promise Ministries Inc,-0.23295103157128047,0.9631868756938304,imitation,1
ORG_455481471,Rock Of Hope Ministries Inc,-0.2601829595716052,0.9447903887746794,verified,1
ORG_924225751,Central Fire Association of Epping Volunteer,-0.8756508358098644,0.08269655918423478,imitation,1
ORG_010558111,Epping Volunteer Fire Association,-0.8715781645583828,0.11647826110382639,verified,1
ORG_988621500,Break Every Chain Resource Centre,-0.8116522710158187,-0.40216121476740924,imitation,1
ORG_850618002,Break Every Chain Resource Center,-0.7947510429093632,-0.43243127924662245,verified,1
ORG_927640739,Community Faith Mission Inc,0.1403052694954924,0.23096549842901193,imitation,1
ORG_900967936,Community Of Faith Mission Inc,0.13171053419758813,0.26272237850774754,verified,1
ORG_927964046,Methodist Home For Kids,-0.6183797654972357,-0.3305525257022402,imitation,1
ORG_231401564,Methodist Home For Children,-0.6207202812476331,-0.2972824356166715,verified,1
ORG_931742803,Lakefront Association of Moosup Pond,-0.13521516199161687,-0.07978688373528721,imitation,1
ORG_262304222,Moosup Pond Lakefront Association,-0.11015396087047812,-0.05876636408049248,verified,1
ORG_924264675,Woodbridge Volunteer Fire Society Inc,-0.7036071543354137,0.5444547984309641,imitation,1
ORG_060991646,Woodbridge Volunteer Fire Association Inc,-0.6764082918065121,0.5253673471131337,verified,1
ORG_969077009,Center Of Philadelphia of Baptist Womens Inc,0.29284488109864726,0.3314692151056495,imitation,1
ORG_232106161,Baptist Womens Center Of Philadelphia Inc,0.27270973923849157,0.35792017213344257,verified,1
ORG_917904249,Boston Tremont Housing Development Appeal Corporation,0.41546121944875575,0.5080658025879571,imitation,1
ORG_474953714,Boston Tremont Housing Development Fund Corporation,0.4441006700809391,0.4916375866000724,verified,1
ORG_912795473,Tawas Area Education Trust,0.963050024160855,-0.23551704388304023,imitation,1
ORG_382964397,Tawas Area Education Foundation,0.954045132361872,-0.26733340517213117,verified,1
ORG_916106562,Care Network of Advocate Health,0.17536429319925062,-0.0015653586937806195,imitation,1
ORG_362167779,Advocate Health Care Network,0.16539710202547594,0.030361683768267637,verified,1
ORG_917419124,Council Of Regents Of The University Of Wisconsin System,0.06376908153148328,-0.34562483255747695,imitation,17
ORG_300447996,Board Of Regents Of The University Of Wisconsin System,0.1175081004823099,-0.2946324719269044,verified,1
ORG_320220018,Board Of Regents Of The University Of Wisconsin System,0.020993423666687168,-0.2872215626255142,verified,1
ORG_320497898,Board Of Regents Of The University Of Wisconsin System,0.05056948808758252,-0.2780240776688722,verified,1
ORG_364619286,Board Of Regents Of The University Of Wisconsin System,-0.007804730736651669,-0.35230180131247524,verified,1
ORG_371545544,Board Of Regents Of The University Of Wisconsin System,-0.004530096410836848,-0.314475753782735,verified,1
ORG_371553905,Board Of Regents Of The University Of Wisconsin System,0.06601589402476458,-0.41487792509975224,verified,1
ORG_371555378,Board Of Regents Of The University Of Wisconsin System,0.12791237700124086,-0.32435299122624217,verified,1
ORG_371632661,Board Of Regents Of The University Of Wisconsin System,0.09641309676598843,-0.3779631449829086,verified,1
ORG_391434759,Board Of Regents Of The University Of Wisconsin System,0.08636370180331791,-0.30682878531210817,verified,1
ORG_391567470,Board Of Regents Of The University Of Wisconsin System,0.13372250401385077,-0.35280344975123357,verified,1
ORG_391752652,Board Of Regents Of The University Of Wisconsin System,0.03192019015102015,-0.3827754877851135,verified,1
ORG_392035086,Board Of Regents Of The University Of Wisconsin System,0.09804508408653123,-0.410783050617918,verified,1
ORG_392061502,Board Of Regents Of The University Of Wisconsin System,0.03257042468699771,-0.413386820464484,verified,1
ORG_743168384,Board Of Regents Of The University Of Wisconsin System,0.12724714334956327,-0.38505181016931433,verified,1
ORG_743208438,Board Of Regents Of The University Of Wisconsin System,0.02188674337190104,-0.32622446090190765,verified,1
ORG_861121507,Board Of Regents Of The University Of Wisconsin System,0.0007961659297522021,-0.3847838479118563,verified,1
