disbursement_id,org_id,programme_code,beneficiary_id,amount_usd,pledged_usd,district,lat,lon,delivery_h3,dispatched_at,delivered_at,status,is_synthetic,batch_id
DSB-0000044,ORG_201935580,AID-2026-DR-114,BEN-017633,5704.55,5731.25,Maradi,13.718941348542439,7.237817024933897,8758014d1ffffff,2026-07-14 21:00:00,2026-07-17 21:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000045,ORG_201935580,AID-2026-ED-512,BEN-014382,4148.63,4292.56,Maradi,13.837503903705986,6.983936274027983,875801593ffffff,2026-07-06 19:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000046,ORG_201935580,AID-2026-SH-455,BEN-016802,497.77,511.45,Maradi,13.252918690790093,6.881050335950334,8758031a8ffffff,2026-06-19 03:00:00,2026-06-21 22:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000047,ORG_251146769,AID-2026-HL-330,BEN-007208,7738.6,8786.59,Cox's Bazar,21.401892705764922,91.82246856390952,873cd1a90ffffff,2026-07-08 11:00:00,2026-07-12 01:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000048,ORG_251146769,AID-2026-WS-618,BEN-017393,2750.11,2790.83,Cox's Bazar,21.527491257533313,92.16327536945917,873cdcdb3ffffff,2026-05-18 07:00:00,2026-05-20 09:18:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000049,ORG_251146769,AID-2026-ED-512,BEN-019736,0.0,1987.71,Cox's Bazar,21.07623322657362,91.98321974963994,873cd12b6ffffff,2026-05-07 21:00:00,,PLEDGED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000050,ORG_251146769,AID-2026-WS-618,BEN-019527,7478.73,7908.62,Cox's Bazar,21.68815014638499,91.92533224848432,873cd1a2cffffff,2026-06-24 17:00:00,2026-06-27 06:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000051,ORG_251146769,AID-2026-SH-455,BEN-008403,3161.01,3165.86,Cox's Bazar,21.64757667499838,91.95845353900837,873cd1a2bffffff,2026-05-15 23:00:00,2026-05-17 17:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000052,ORG_251146769,AID-2026-FS-207,BEN-003802,8309.4,9042.27,Cox's Bazar,21.684443219639284,92.09126526184679,873cd1a45ffffff,2026-05-21 04:00:00,2026-05-23 15:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000053,ORG_251146769,AID-2026-ED-512,BEN-006367,7458.32,7485.33,Cox's Bazar,20.950537206993577,91.91801770684552,873cd175affffff,2026-08-25 04:00:00,2026-08-26 10:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000054,ORG_030304434,AID-2026-HL-330,BEN-004272,5858.09,6314.45,Khan Yunis,31.27307160037596,34.638213995908714,872db662bffffff,2026-07-10 14:00:00,2026-07-12 17:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000055,ORG_030304434,AID-2026-SH-455,BEN-025099,5987.44,6588.19,Khan Yunis,31.371809340003495,34.51012867115883,872db6762ffffff,2026-08-25 13:00:00,2026-08-27 03:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000056,ORG_030304434,AID-2026-HL-330,BEN-011770,1971.72,2218.33,Khan Yunis,31.637524658682487,34.49530276209774,872db631bffffff,2026-05-30 13:00:00,2026-05-31 02:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000057,ORG_030304434,AID-2026-SH-455,BEN-020151,8626.38,9428.77,Khan Yunis,30.839742050940668,34.07612623625868,872db6586ffffff,2026-05-20 02:00:00,2026-05-23 19:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000058,ORG_030304434,AID-2026-ED-512,BEN-024316,4701.71,5176.69,Khan Yunis,31.28391312463421,34.333365488366844,872db608bffffff,2026-05-10 08:00:00,2026-05-14 06:18:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000059,ORG_030304434,AID-2026-HL-330,BEN-012212,5250.29,5726.26,Khan Yunis,31.05518052408656,34.783823567871536,872db6699ffffff,2026-08-22 05:00:00,2026-08-23 23:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000060,ORG_030304434,AID-2026-WS-618,BEN-018905,8295.49,8321.46,Khan Yunis,31.135594189914944,34.28269923462299,872db6463ffffff,2026-06-16 18:00:00,2026-06-18 10:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000061,ORG_475280523,AID-2026-DR-114,BEN-011400,5723.61,6471.4,El Obeid,13.176139810364395,30.044461076898642,876b428e4ffffff,2026-06-07 21:00:00,2026-06-09 15:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000062,ORG_475280523,AID-2026-SH-455,BEN-001505,8297.09,8889.21,El Obeid,13.146112958395392,30.13126109910543,876b428edffffff,2026-06-19 10:00:00,2026-06-21 21:54:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000063,ORG_475280523,AID-2026-SH-455,BEN-006293,6751.48,7642.72,El Obeid,12.936704875349745,30.11804153469892,876b42142ffffff,2026-06-02 20:00:00,2026-06-04 09:54:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000064,ORG_475280523,AID-2026-SH-455,BEN-010597,4990.12,5540.92,El Obeid,13.266058834690291,30.016611436474474,876b4282effffff,2026-05-12 02:00:00,2026-05-13 11:48:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000065,ORG_475280523,AID-2026-WS-618,BEN-013586,7851.91,8000.38,El Obeid,13.049755593781693,30.190347717126873,876b42b91ffffff,2026-08-28 03:00:00,2026-08-30 17:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000066,ORG_475280523,AID-2026-FS-207,BEN-015309,6984.4,7607.43,El Obeid,13.00473099944866,30.601124200242413,876b43da4ffffff,2026-06-15 08:00:00,2026-06-19 00:00:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000067,ORG_475280523,AID-2026-DR-114,BEN-009741,5855.03,5951.67,El Obeid,13.046282295061005,30.188552919343785,876b42b91ffffff,2026-06-12 17:00:00,2026-06-14 23:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000068,ORG_350980393,AID-2026-HL-330,BEN-019900,1507.45,1666.34,Rafah,31.125073140920296,34.4079286494203,872db67a4ffffff,2026-07-10 07:00:00,2026-07-10 22:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000069,ORG_350980393,AID-2026-DR-114,BEN-019576,7058.14,7834.59,Rafah,31.42291199294283,34.60252690427499,872db674dffffff,2026-07-02 12:00:00,2026-07-02 18:18:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000070,ORG_350980393,AID-2026-SH-455,BEN-022733,6400.39,6829.75,Rafah,31.239898094959152,34.17614352650554,872db60b0ffffff,2026-05-31 06:00:00,2026-06-02 04:48:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000071,ORG_350980393,AID-2026-DR-114,BEN-016735,5044.81,5219.74,Rafah,31.633300639261954,34.032815518745224,872db6b92ffffff,2026-06-02 02:00:00,2026-06-05 03:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000072,ORG_350980393,AID-2026-SH-455,BEN-007799,6672.04,6738.55,Rafah,31.304693824818663,34.26312351702967,872db60aaffffff,2026-05-14 02:00:00,2026-05-14 11:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000073,ORG_350980393,AID-2026-SH-455,BEN-019035,941.54,994.83,Rafah,31.54722128469958,34.28254871573172,872db6040ffffff,2026-07-03 01:00:00,2026-07-06 15:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000074,ORG_350980393,AID-2026-FS-207,BEN-023282,2439.02,2486.01,Rafah,31.331639614278387,34.06164692786824,872db61aaffffff,2026-05-20 22:00:00,2026-05-23 06:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000075,ORG_350980393,AID-2026-FS-207,BEN-011884,7220.7,7327.37,Rafah,31.192326049630168,34.23007609620338,872db6096ffffff,2026-07-20 12:00:00,2026-07-21 17:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000076,ORG_350980393,AID-2026-WS-618,BEN-009848,4934.18,5281.31,Rafah,31.60875506795243,33.9983894476534,872db6164ffffff,2026-05-08 02:00:00,2026-05-11 02:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000077,ORG_350980393,AID-2026-FS-207,BEN-014893,1633.31,1669.98,Rafah,27.214755316903485,34.01983237143238,873e41202ffffff,2026-08-08 23:00:00,2026-08-08 23:21:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000078,ORG_350980393,AID-2026-SH-455,BEN-008983,7365.46,8031.23,Rafah,31.338051621873827,34.286011810022906,872db60f6ffffff,2026-08-01 10:00:00,2026-08-03 21:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000079,ORG_112694987,AID-2026-DR-114,BEN-024501,4605.04,5122.59,Balrampur,27.45606831461894,82.30701142396414,873c32115ffffff,2026-05-17 02:00:00,2026-05-19 12:24:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000080,ORG_112694987,AID-2026-DR-114,BEN-001530,4501.51,4579.29,Balrampur,27.314361346377247,82.0213397703196,873c32c1effffff,2026-08-22 04:00:00,2026-08-25 21:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000081,ORG_112694987,AID-2026-ED-512,BEN-007641,7408.25,8111.74,Balrampur,27.317729473221195,82.119744151457,873c32ce3ffffff,2026-06-07 03:00:00,2026-06-10 07:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000082,ORG_112694987,AID-2026-FS-207,BEN-019600,9134.43,9384.66,Balrampur,27.39307190991446,81.96721506270539,873c32c22ffffff,2026-08-20 03:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000083,ORG_112694987,AID-2026-ED-512,BEN-024971,7064.62,7914.32,Balrampur,27.633858760006248,82.30683983759306,873c328f0ffffff,2026-06-07 16:00:00,2026-06-10 12:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000084,ORG_112694987,AID-2026-ED-512,BEN-008325,0.0,1126.74,Balrampur,27.45735124391289,82.57525485716481,873c32075ffffff,2026-07-06 21:00:00,,PLEDGED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000085,ORG_112694987,AID-2026-DR-114,BEN-019905,3255.09,3493.62,Balrampur,27.521693383479946,81.82619828003114,873c32d24ffffff,2026-08-27 14:00:00,2026-08-31 03:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000086,ORG_112694987,AID-2026-FS-207,BEN-025366,442.31,464.25,Balrampur,27.16957043485321,81.99789701099357,873c32c98ffffff,2026-06-06 18:00:00,2026-06-10 10:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000087,ORG_812731492,AID-2026-ED-512,BEN-013649,1943.58,2067.5,Maradi,13.150493594750392,7.216761639522366,8758033a6ffffff,2026-07-28 23:00:00,2026-07-29 23:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000088,ORG_812731492,AID-2026-SH-455,BEN-006664,1256.31,1295.9,Maradi,13.192322940442788,6.97605967613252,875803011ffffff,2026-05-07 20:00:00,2026-05-08 11:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000089,ORG_812731492,AID-2026-WS-618,BEN-023742,2251.28,2254.96,Maradi,13.329801257762481,7.1449672622375004,87580314bffffff,2026-08-07 18:00:00,2026-08-10 10:18:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000090,ORG_812731492,AID-2026-HL-330,BEN-008508,8312.81,9235.33,Maradi,13.245373890349716,6.824071952191132,875803184ffffff,2026-08-10 08:00:00,2026-08-12 07:24:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000091,ORG_812731492,AID-2026-ED-512,BEN-014473,6270.03,6453.09,Maradi,13.544182164040201,7.2474636665991685,875803a26ffffff,2026-05-27 04:00:00,2026-05-30 17:00:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000092,ORG_812731492,AID-2026-ED-512,BEN-024080,3797.93,3891.29,Maradi,13.292146089396322,7.074587131296823,87580315affffff,2026-05-06 00:00:00,2026-05-08 00:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000093,ORG_812731492,AID-2026-SH-455,BEN-011675,5844.93,6026.81,Maradi,13.463267286982028,7.108815778858203,875803b91ffffff,2026-06-26 10:00:00,2026-06-27 16:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000094,ORG_461120436,AID-2026-DR-114,BEN-017964,8574.63,9214.03,Maradi,13.315262987519821,7.097943392150626,87580315dffffff,2026-05-31 11:00:00,2026-06-03 21:00:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000095,ORG_461120436,AID-2026-WS-618,BEN-001122,2000.67,2199.47,Maradi,13.490669644157148,7.290352650038241,875803a00ffffff,2026-08-24 06:00:00,2026-08-25 10:42:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000096,ORG_461120436,AID-2026-HL-330,BEN-000533,4076.55,4603.0,Maradi,13.43684215516101,7.072732862001823,875803b92ffffff,2026-05-21 14:00:00,2026-05-23 07:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000097,ORG_461120436,AID-2026-DR-114,BEN-017277,1909.28,2061.6,Maradi,13.364514175399751,7.213560642801449,875803a80ffffff,2026-08-25 07:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000098,ORG_461120436,AID-2026-DR-114,BEN-013110,4155.48,4311.78,Maradi,13.757952218656472,7.40240627806732,875801786ffffff,2026-08-06 22:00:00,2026-08-08 15:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000099,ORG_461120436,AID-2026-SH-455,BEN-006746,2193.5,2328.77,Maradi,13.32776023352604,7.263887059736398,875803a8affffff,2026-07-18 09:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000100,ORG_461120436,AID-2026-DR-114,BEN-011469,8245.12,8578.89,Maradi,13.340872462974547,6.94787811422612,87580310effffff,2026-07-31 07:00:00,2026-08-02 01:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000101,ORG_461120436,AID-2026-ED-512,BEN-014355,7640.77,7740.12,Maradi,13.834753746568971,6.950819213203006,875801596ffffff,2026-08-15 22:00:00,2026-08-17 10:24:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000102,ORG_461120436,AID-2026-DR-114,BEN-005741,6585.25,6984.34,Maradi,13.575463781319597,7.042770224936524,87580385cffffff,2026-05-15 23:00:00,2026-05-19 00:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000103,ORG_461120436,AID-2026-ED-512,BEN-021636,6091.38,6430.45,Maradi,13.652353915056745,7.087164077698636,875803868ffffff,2026-07-25 23:00:00,2026-07-27 06:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000104,ORG_461120436,AID-2026-SH-455,BEN-005134,4631.66,4999.76,Maradi,13.352915600787387,7.050966983121164,875803146ffffff,2026-07-18 13:00:00,2026-07-19 11:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000105,ORG_133875631,AID-2026-HL-330,BEN-020168,6773.15,6941.17,Balrampur,27.6963379866703,82.6604708478742,873c32a14ffffff,2026-07-01 18:00:00,2026-07-03 01:54:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000106,ORG_133875631,AID-2026-HL-330,BEN-002879,0.0,7798.01,Balrampur,27.616381531329388,82.49477205011166,873c32b92ffffff,2026-06-01 02:00:00,,PLEDGED,TRUE,SYNTH_ADVERSARY_V1
